time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,bg_x,bg_y,bg_z,p00,p11,p22,p33,p44,p55,z_x,z_y,z_z,nis,S00,S11,S22,upd
1786181346.645539999,0.005693,-0.999800142,0.001730295,-0.013991287,-0.014174803,-0.175581,1.605984,1.622068,5.380182e-04,2.437071e-03,1.661853e-02,1.562919e-03,1.562590e-03,4.890924e-03,1.135899e-06,1.135899e-06,1.135899e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.649805307,0.004265,-0.999799919,0.001729626,-0.013998074,-0.014183973,-0.175478,1.606762,1.623119,5.380182e-04,2.437071e-03,1.661853e-02,1.563189e-03,1.562858e-03,4.891474e-03,1.135942e-06,1.135942e-06,1.135942e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.655690193,0.005885,-0.999799810,0.001741370,-0.014004104,-0.014184269,-0.176814,1.607472,1.623133,5.380182e-04,2.437071e-03,1.661853e-02,1.563561e-03,1.563230e-03,4.892231e-03,1.136001e-06,1.136001e-06,1.136001e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.660239458,0.004549,-0.999800103,0.001728438,-0.013989686,-0.014179382,-0.175363,1.605798,1.622596,5.380182e-04,2.437071e-03,1.661853e-02,1.563844e-03,1.563515e-03,4.892822e-03,1.136046e-06,1.136046e-06,1.136046e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.665358305,0.005119,-0.999800316,0.001738728,-0.013986730,-0.014166024,-0.176569,1.605474,1.621048,5.380182e-04,2.437071e-03,1.661853e-02,1.564166e-03,1.563838e-03,4.893482e-03,1.136098e-06,1.136098e-06,1.136098e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.669988632,0.004630,-0.999800292,0.001753038,-0.013993859,-0.014158925,-0.178209,1.606313,1.620211,5.380182e-04,2.437071e-03,1.661853e-02,1.564458e-03,1.564131e-03,4.894077e-03,1.136144e-06,1.136144e-06,1.136144e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.675553799,0.005565,-0.999800088,0.001749117,-0.013996829,-0.014170858,-0.177735,1.606649,1.621584,5.380182e-04,2.437071e-03,1.661853e-02,1.564809e-03,1.564481e-03,4.894796e-03,1.136199e-06,1.136199e-06,1.136199e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.679834604,0.004281,-0.999799864,0.001766844,-0.014007929,-0.014173469,-0.179745,1.607950,1.621854,5.380182e-04,2.437071e-03,1.661853e-02,1.565081e-03,1.564753e-03,4.895344e-03,1.136242e-06,1.136242e-06,1.136242e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.685676813,0.005842,-0.999799727,0.001744017,-0.014008201,-0.014185739,-0.177108,1.607946,1.623297,5.380182e-04,2.437071e-03,1.661853e-02,1.565449e-03,1.565118e-03,4.896101e-03,1.136301e-06,1.136301e-06,1.136301e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.690001726,0.004325,-0.999799744,0.001752680,-0.014010322,-0.014181355,-0.178105,1.608202,1.622780,5.380182e-04,2.437071e-03,1.661853e-02,1.565722e-03,1.565392e-03,4.896659e-03,1.136344e-06,1.136344e-06,1.136344e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
