time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
1786181234.065478,0.000000,0.999986,-0.001658,0.005010,0.000008,-0.189938,0.574157,0.000000
1786181234.069815,0.004337,0.999986,-0.001648,0.005003,0.000015,-0.188803,0.573362,0.000809
1786181234.079503,0.009688,0.999986,-0.001626,0.005003,0.000026,-0.186272,0.573358,0.002018
1786181234.099877,0.020374,0.999986,-0.001579,0.004960,0.000026,-0.180976,0.568367,0.002090
1786181234.109768,0.009891,0.999987,-0.001562,0.004949,0.000021,-0.179014,0.567149,0.001517
1786181234.115499,0.005731,0.999987,-0.001555,0.004949,0.000027,-0.178217,0.567146,0.002233
1786181234.119620,0.004121,0.999987,-0.001557,0.004951,0.000019,-0.178413,0.567391,0.001237
1786181234.125505,0.005886,0.999987,-0.001534,0.004951,0.000047,-0.175773,0.567396,0.004486
1786181234.129745,0.004240,0.999987,-0.001538,0.004956,0.000047,-0.176223,0.567910,0.004496
1786181234.135513,0.005768,0.999987,-0.001534,0.004950,0.000053,-0.175773,0.567203,0.005219
1786181234.139526,0.004014,0.999987,-0.001536,0.004943,0.000045,-0.175964,0.566462,0.004252
1786181234.145363,0.005836,0.999987,-0.001532,0.004937,0.000042,-0.175519,0.565744,0.003914
1786181234.149672,0.004309,0.999987,-0.001524,0.004932,0.000039,-0.174664,0.565213,0.003664
1786181234.155489,0.005817,0.999987,-0.001527,0.004935,0.000046,-0.174920,0.565566,0.004389
1786181234.159707,0.004218,0.999987,-0.001515,0.004940,0.000064,-0.173546,0.566083,0.006459
1786181234.165494,0.005787,0.999987,-0.001533,0.004949,0.000049,-0.175591,0.567132,0.004706
1786181234.169733,0.004240,0.999987,-0.001534,0.004945,0.000044,-0.175788,0.566610,0.004201
1786181234.175484,0.005750,0.999987,-0.001515,0.004932,0.000038,-0.173598,0.565199,0.003519
1786181234.179798,0.004314,0.999987,-0.001517,0.004932,0.000038,-0.173793,0.565195,0.003531
1786181234.185484,0.005686,0.999987,-0.001534,0.004938,0.000051,-0.175771,0.565889,0.004933
1786181234.189760,0.004276,0.999987,-0.001536,0.004940,0.000060,-0.175954,0.566149,0.005988
1786181234.195493,0.005733,0.999987,-0.001538,0.004950,0.000066,-0.176207,0.567196,0.006700
1786181234.199927,0.004433,0.999987,-0.001533,0.004952,0.000069,-0.175593,0.567464,0.006982
1786181234.205505,0.005578,0.999987,-0.001532,0.004949,0.000066,-0.175508,0.567118,0.006658
1786181234.209739,0.004235,0.999987,-0.001531,0.004940,0.000061,-0.175446,0.566079,0.006156
1786181234.215524,0.005785,0.999987,-0.001546,0.004940,0.000058,-0.177123,0.566073,0.005819
1786181234.219686,0.004162,0.999987,-0.001550,0.004942,0.000063,-0.177560,0.566325,0.006338
1786181234.225485,0.005799,0.999987,-0.001552,0.004945,0.000072,-0.177812,0.566677,0.007414
1786181234.229781,0.004297,0.999987,-0.001558,0.004950,0.000075,-0.178528,0.567199,0.007687
1786181234.235511,0.005730,0.999987,-0.001527,0.004943,0.000093,-0.174919,0.566501,0.009803
1786181234.239640,0.004128,0.999987,-0.001502,0.004935,0.000095,-0.172079,0.565490,0.010070
1786181234.245501,0.005862,0.999987,-0.001498,0.004925,0.000080,-0.171646,0.564407,0.008300
1786181234.249692,0.004191,0.999987,-0.001507,0.004927,0.000078,-0.172606,0.564658,0.008055
1786181234.255513,0.005820,0.999987,-0.001524,0.004934,0.000059,-0.174666,0.565357,0.005937
1786181234.259491,0.003979,0.999987,-0.001520,0.004936,0.000076,-0.174098,0.565603,0.007890
1786181234.265499,0.006008,0.999987,-0.001509,0.004936,0.000073,-0.172907,0.565597,0.007540
1786181234.269705,0.004206,0.999987,-0.001502,0.004938,0.000067,-0.172078,0.565847,0.006781
1786181234.275508,0.005803,0.999987,-0.001517,0.004938,0.000048,-0.173777,0.565836,0.004672
1786181234.279595,0.004087,0.999987,-0.001503,0.004929,0.000055,-0.172209,0.564837,0.005434
1786181234.285501,0.005906,0.999987,-0.001493,0.004926,0.000049,-0.171041,0.564469,0.004731
1786181234.289761,0.004261,0.999987,-0.001483,0.004933,0.000055,-0.169925,0.565248,0.005520
1786181234.295484,0.005723,0.999987,-0.001479,0.004942,0.000068,-0.169472,0.566295,0.006930
1786181234.299725,0.004241,0.999987,-0.001481,0.004948,0.000066,-0.169666,0.567068,0.006680
1786181234.305497,0.005773,0.999987,-0.001474,0.004952,0.000063,-0.168873,0.567414,0.006343
1786181234.309963,0.004466,0.999987,-0.001464,0.004944,0.000063,-0.167712,0.566592,0.006358
1786181234.315506,0.005543,0.999987,-0.001463,0.004935,0.000066,-0.167621,0.565574,0.006714
1786181234.319546,0.004040,0.999987,-0.001473,0.004938,0.000057,-0.168800,0.565814,0.005738
1786181234.325496,0.005949,0.999987,-0.001495,0.004950,0.000064,-0.171240,0.567264,0.006476
1786181234.329790,0.004294,0.999987,-0.001489,0.004952,0.000071,-0.170641,0.567525,0.007274
1786181234.335579,0.005789,0.999987,-0.001504,0.004959,0.000077,-0.172309,0.568228,0.007994
1786181234.339670,0.004091,0.999987,-0.001514,0.004963,0.000073,-0.173497,0.568723,0.007505
1786181234.345482,0.005813,0.999986,-0.001532,0.004969,0.000073,-0.175534,0.569427,0.007518
1786181234.349874,0.004392,0.999986,-0.001557,0.004969,0.000071,-0.178415,0.569423,0.007262
1786181234.355155,0.005280,0.999986,-0.001562,0.004972,0.000074,-0.178973,0.569742,0.007598
1786181234.359748,0.004593,0.999986,-0.001574,0.004979,0.000064,-0.180313,0.570575,0.006487
1786181234.365503,0.005756,0.999986,-0.001567,0.004979,0.000068,-0.179516,0.570572,0.006854
1786181234.369506,0.004002,0.999986,-0.001575,0.004979,0.000068,-0.180430,0.570568,0.006865
1786181234.375499,0.005993,0.999986,-0.001558,0.004973,0.000071,-0.178502,0.569833,0.007250
1786181234.379738,0.004240,0.999986,-0.001544,0.004966,0.000078,-0.176875,0.569055,0.008040
1786181234.385484,0.005746,0.999987,-0.001519,0.004954,0.000090,-0.173964,0.567652,0.009463
1786181234.389657,0.004172,0.999987,-0.001514,0.004949,0.000088,-0.173391,0.567138,0.009221
1786181234.395484,0.005827,0.999987,-0.001528,0.004952,0.000079,-0.175088,0.567486,0.008169
1786181234.399636,0.004152,0.999987,-0.001532,0.004956,0.000075,-0.175534,0.567987,0.007672
1786181234.405503,0.005867,0.999987,-0.001522,0.004956,0.000087,-0.174353,0.567987,0.009121
1786181234.409826,0.004323,0.999987,-0.001519,0.004959,0.000087,-0.174020,0.568247,0.009132
1786181234.415485,0.005659,0.999987,-0.001515,0.004959,0.000093,-0.173579,0.568244,0.009838
1786181234.419608,0.004123,0.999987,-0.001510,0.004956,0.000093,-0.173010,0.567989,0.009850
1786181234.425606,0.005997,0.999987,-0.001529,0.004960,0.000084,-0.175122,0.568347,0.008768
1786181234.429595,0.003989,0.999987,-0.001507,0.004955,0.000086,-0.172622,0.567857,0.009023
1786181234.435491,0.005896,0.999987,-0.001515,0.004955,0.000077,-0.173619,0.567849,0.007960
1786181234.439709,0.004218,0.999987,-0.001510,0.004951,0.000084,-0.173029,0.567333,0.008746
1786181234.445495,0.005786,0.999987,-0.001522,0.004954,0.000072,-0.174364,0.567677,0.007348
1786181234.449723,0.004228,0.999987,-0.001526,0.004956,0.000067,-0.174818,0.567930,0.006842
1786181234.455481,0.005758,0.999987,-0.001547,0.004956,0.000052,-0.177205,0.567919,0.005101
1786181234.459619,0.004138,0.999987,-0.001557,0.004951,0.000050,-0.178404,0.567410,0.004861
1786181234.465494,0.005875,0.999987,-0.001528,0.004945,0.000056,-0.175077,0.566690,0.005597
1786181234.469871,0.004377,0.999987,-0.001539,0.004948,0.000057,-0.176344,0.566954,0.005608
1786181234.475284,0.005413,0.999987,-0.001530,0.004947,0.000060,-0.175263,0.566950,0.005953
1786181234.479643,0.004359,0.999987,-0.001536,0.004952,0.000055,-0.175998,0.567477,0.005432
1786181234.485504,0.005862,0.999987,-0.001529,0.004946,0.000055,-0.175190,0.566756,0.005450
1786181234.489586,0.004082,0.999987,-0.001544,0.004944,0.000053,-0.176871,0.566503,0.005213
1786181234.495497,0.005911,0.999987,-0.001549,0.004944,0.000053,-0.177499,0.566498,0.005229
1786181234.499856,0.004359,0.999987,-0.001539,0.004941,0.000056,-0.176364,0.566229,0.005508
1786181234.505492,0.005636,0.999987,-0.001539,0.004941,0.000053,-0.176278,0.566223,0.005179
1786181234.509631,0.004138,0.999987,-0.001531,0.004943,0.000055,-0.175452,0.566473,0.005442
1786181234.515485,0.005854,0.999987,-0.001515,0.004946,0.000074,-0.173552,0.566832,0.007601
1786181234.520064,0.004579,0.999987,-0.001504,0.004944,0.000079,-0.172356,0.566550,0.008174
1786181234.525336,0.005272,0.999987,-0.001504,0.004941,0.000087,-0.172262,0.566227,0.009155
1786181234.529566,0.004230,0.999987,-0.001503,0.004939,0.000094,-0.172188,0.565968,0.009942
1786181234.535497,0.005931,0.999987,-0.001496,0.004936,0.000094,-0.171370,0.565601,0.009959
1786181234.539774,0.004277,0.999987,-0.001491,0.004933,0.000092,-0.170783,0.565335,0.009711
1786181234.545506,0.005732,0.999987,-0.001496,0.004939,0.000098,-0.171385,0.566032,0.010424
1786181234.549678,0.004173,0.999987,-0.001500,0.004944,0.000103,-0.171823,0.566539,0.010943
1786181234.555480,0.005802,0.999987,-0.001511,0.004950,0.000097,-0.173155,0.567241,0.010249
1786181234.559803,0.004322,0.999987,-0.001527,0.004950,0.000090,-0.174941,0.567235,0.009469
1786181234.565491,0.005689,0.999987,-0.001526,0.004947,0.000078,-0.174864,0.566878,0.008097
1786181234.569688,0.004197,0.999987,-0.001526,0.004945,0.000069,-0.174808,0.566615,0.007085
1786181234.575482,0.005794,0.999987,-0.001531,0.004944,0.000066,-0.175427,0.566610,0.006747
1786181234.579684,0.004202,0.999987,-0.001535,0.004944,0.000064,-0.175876,0.566605,0.006502
1786181234.585486,0.005801,0.999987,-0.001525,0.004944,0.000074,-0.174711,0.566604,0.007580
1786181234.589739,0.004253,0.999987,-0.001518,0.004944,0.000081,-0.173858,0.566602,0.008371
1786181234.595511,0.005772,0.999987,-0.001538,0.004938,0.000062,-0.176253,0.565886,0.006275
1786181234.599705,0.004194,0.999987,-0.001553,0.004934,0.000049,-0.177994,0.565366,0.004752
1786181234.605485,0.005779,0.999987,-0.001559,0.004934,0.000046,-0.178611,0.565360,0.004415
1786181234.609611,0.004126,0.999987,-0.001563,0.004934,0.000044,-0.179052,0.565356,0.004174
1786181234.615505,0.005894,0.999987,-0.001562,0.004943,0.000051,-0.178952,0.566432,0.004907
1786181234.619833,0.004328,0.999987,-0.001561,0.004950,0.000055,-0.178878,0.567223,0.005445
1786181234.625483,0.005650,0.999986,-0.001582,0.004956,0.000040,-0.181220,0.567902,0.003734
1786181234.629684,0.004201,0.999986,-0.001597,0.004960,0.000029,-0.182961,0.568407,0.002462
1786181234.635522,0.005838,0.999986,-0.001593,0.004954,0.000020,-0.182522,0.567686,0.001411
1786181234.639699,0.004178,0.999986,-0.001590,0.004949,0.000014,-0.182209,0.567171,0.000659
1786181234.645502,0.005802,0.999986,-0.001583,0.004949,0.000017,-0.181405,0.567167,0.001029
1786181234.649736,0.004235,0.999987,-0.001578,0.004949,0.000019,-0.180819,0.567164,0.001299
1786181234.655502,0.005766,0.999986,-0.001596,0.004955,0.000019,-0.182839,0.567863,0.001313
1786181234.659811,0.004309,0.999986,-0.001609,0.004960,0.000020,-0.184348,0.568385,0.001323
1786181234.665492,0.005681,0.999986,-0.001617,0.004951,0.000002,-0.185319,0.567333,-0.000738
1786181234.669627,0.004135,0.999986,-0.001623,0.004944,-0.000012,-0.186026,0.566568,-0.002239
1786181234.675490,0.005863,0.999986,-0.001613,0.004944,-0.000011,-0.184859,0.566563,-0.002223
1786181234.679578,0.004088,0.999986,-0.001606,0.004944,-0.000011,-0.184046,0.566559,-0.002212
1786181234.685505,0.005927,0.999987,-0.001586,0.004941,0.000008,-0.181760,0.566200,-0.000024
1786181234.689822,0.004318,0.999987,-0.001572,0.004939,0.000021,-0.180095,0.565938,0.001570
1786181234.695351,0.005528,0.999987,-0.001571,0.004933,0.000019,-0.180011,0.565257,0.001250
1786181234.699689,0.004339,0.999987,-0.001570,0.004928,0.000016,-0.179945,0.564723,0.000999
1786181234.705485,0.005796,0.999987,-0.001570,0.004922,0.000020,-0.179850,0.564012,0.001371
1786181234.710044,0.004559,0.999987,-0.001569,0.004917,0.000022,-0.179775,0.563452,0.001663
1786181234.715234,0.005190,0.999987,-0.001596,0.004928,0.000034,-0.182848,0.564719,0.002941
1786181234.719650,0.004416,0.999986,-0.001619,0.004937,0.000043,-0.185463,0.565797,0.004028
1786181234.725491,0.005840,0.999986,-0.001643,0.004947,0.000034,-0.188233,0.566858,0.002971
1786181234.730012,0.004522,0.999986,-0.001661,0.004954,0.000027,-0.190377,0.567679,0.002152
1786181234.735207,0.005195,0.999986,-0.001669,0.004946,0.000016,-0.191258,0.566719,0.000902
1786181234.739728,0.004521,0.999986,-0.001676,0.004938,0.000007,-0.192026,0.565884,-0.000187
1786181234.745492,0.005764,0.999986,-0.001666,0.004941,0.000016,-0.190869,0.566234,0.000883
1786181234.749693,0.004201,0.999986,-0.001658,0.004944,0.000023,-0.190025,0.566490,0.001663
1786181234.755513,0.005819,0.999986,-0.001648,0.004943,0.000038,-0.188850,0.566491,0.003455
1786181234.759640,0.004127,0.999986,-0.001641,0.004943,0.000049,-0.188016,0.566491,0.004726
1786181234.765491,0.005851,0.999986,-0.001650,0.004943,0.000043,-0.189002,0.566484,0.004028
1786181234.769921,0.004430,0.999986,-0.001656,0.004943,0.000039,-0.189748,0.566478,0.003499
1786181234.775320,0.005399,0.999986,-0.001655,0.004943,0.000039,-0.189663,0.566474,0.003514
1786181234.779604,0.004284,0.999986,-0.001655,0.004943,0.000039,-0.189595,0.566470,0.003526
1786181234.785507,0.005903,0.999986,-0.001676,0.004953,0.000045,-0.192017,0.567549,0.004259
1786181234.789865,0.004358,0.999986,-0.001691,0.004960,0.000050,-0.193804,0.568345,0.004800
1786181234.795495,0.005630,0.999986,-0.001688,0.004954,0.000053,-0.193368,0.567654,0.005162
1786181234.799811,0.004317,0.999986,-0.001685,0.004949,0.000056,-0.193034,0.567124,0.005439
1786181234.805497,0.005686,0.999986,-0.001669,0.004937,0.000062,-0.191201,0.565733,0.006153
1786181234.809710,0.004213,0.999986,-0.001657,0.004928,0.000066,-0.189844,0.564703,0.006682
1786181234.815501,0.005791,0.999986,-0.001653,0.004931,0.000064,-0.189402,0.565050,0.006344
1786181234.819666,0.004165,0.999986,-0.001650,0.004933,0.000061,-0.189085,0.565300,0.006100
1786181234.825501,0.005836,0.999986,-0.001653,0.004936,0.000062,-0.189348,0.565651,0.006115
1786181234.829614,0.004113,0.999986,-0.001654,0.004938,0.000062,-0.189534,0.565899,0.006126
1786181234.835544,0.005930,0.999986,-0.001644,0.004935,0.000059,-0.188358,0.565531,0.005781
1786181234.839695,0.004151,0.999986,-0.001637,0.004933,0.000056,-0.187535,0.565273,0.005540
1786181234.845493,0.005798,0.999986,-0.001651,0.004930,0.000050,-0.189219,0.564912,0.004849
1786181234.849780,0.004287,0.999986,-0.001662,0.004927,0.000046,-0.190465,0.564645,0.004339
1786181234.855653,0.005873,0.999986,-0.001665,0.004924,0.000040,-0.190737,0.564279,0.003639
1786181234.859678,0.004025,0.999986,-0.001666,0.004926,0.000036,-0.190924,0.564520,0.003158
1786181234.865502,0.005825,0.999986,-0.001681,0.004929,0.000039,-0.192606,0.564872,0.003528
1786181234.869804,0.004302,0.999986,-0.001680,0.004929,0.000044,-0.192533,0.564870,0.004065
1786181234.875494,0.005690,0.999986,-0.001698,0.004929,0.000047,-0.194523,0.564866,0.004428
1786181234.879947,0.004452,0.999986,-0.001711,0.004929,0.000050,-0.196080,0.564863,0.004712
1786181234.885501,0.005554,0.999986,-0.001711,0.004926,0.000050,-0.195992,0.564519,0.004729
1786181234.889735,0.004234,0.999986,-0.001710,0.004924,0.000050,-0.195925,0.564258,0.004741
1786181234.895498,0.005763,0.999986,-0.001706,0.004924,0.000053,-0.195479,0.564254,0.005109
1786181234.899792,0.004294,0.999986,-0.001699,0.004926,0.000055,-0.194622,0.564513,0.005382
1786181234.905483,0.005691,0.999986,-0.001716,0.004935,0.000059,-0.196612,0.565552,0.005741
1786181234.909853,0.004370,0.999986,-0.001706,0.004938,0.000063,-0.195471,0.565817,0.006286
1786181234.915493,0.005640,0.999986,-0.001696,0.004935,0.000066,-0.194346,0.565469,0.006647
1786181234.919865,0.004371,0.999986,-0.001710,0.004934,0.000060,-0.195885,0.565462,0.005858
1786181234.925611,0.005747,0.999986,-0.001712,0.004931,0.000047,-0.196159,0.565102,0.004472
1786181234.929566,0.003954,0.999986,-0.001724,0.004933,0.000037,-0.197556,0.565336,0.003276
1786181234.935508,0.005943,0.999986,-0.001707,0.004927,0.000047,-0.195638,0.564609,0.004383
1786181234.939938,0.004429,0.999986,-0.001700,0.004929,0.000059,-0.194743,0.564880,0.005746
1786181234.945343,0.005405,0.999986,-0.001684,0.004932,0.000067,-0.192998,0.565209,0.006749
1786181234.949740,0.004397,0.999986,-0.001684,0.004935,0.000065,-0.192931,0.565473,0.006492
1786181234.955517,0.005778,0.999986,-0.001674,0.004928,0.000062,-0.191785,0.564761,0.006158
1786181234.959589,0.004072,0.999986,-0.001660,0.004924,0.000064,-0.190227,0.564262,0.006419
1786181234.965500,0.005911,0.999986,-0.001663,0.004924,0.000058,-0.190502,0.564254,0.005714
1786181234.969758,0.004257,0.999987,-0.001657,0.004922,0.000072,-0.189899,0.563996,0.007285
1786181234.975485,0.005727,0.999986,-0.001663,0.004928,0.000075,-0.190504,0.564691,0.007648
1786181234.980203,0.004718,0.999986,-0.001675,0.004933,0.000075,-0.191869,0.565263,0.007659
1786181234.985492,0.005289,0.999986,-0.001688,0.004933,0.000070,-0.193406,0.565257,0.007028
1786181234.989807,0.004315,0.999986,-0.001678,0.004926,0.000077,-0.192276,0.564466,0.007833
1786181234.995491,0.005684,0.999986,-0.001687,0.004932,0.000068,-0.193238,0.565151,0.006805
1786181234.999804,0.004313,0.999986,-0.001679,0.004929,0.000075,-0.192372,0.564887,0.007608
1786181235.005489,0.005685,0.999986,-0.001700,0.004935,0.000066,-0.194721,0.565573,0.006580
1786181235.009912,0.004423,0.999986,-0.001713,0.004942,0.000073,-0.196262,0.566381,0.007399
1786181235.015293,0.005381,0.999986,-0.001741,0.004957,0.000065,-0.199471,0.568016,0.006423
1786181235.019680,0.004387,0.999986,-0.001738,0.004952,0.000065,-0.199134,0.567476,0.006437
1786181235.025508,0.005828,0.999986,-0.001771,0.004949,0.000043,-0.202979,0.567107,0.003964
1786181235.029912,0.004404,0.999986,-0.001771,0.004946,0.000032,-0.202923,0.566830,0.002633
1786181235.035178,0.005266,0.999986,-0.001762,0.004949,0.000023,-0.201884,0.567143,0.001682
1786181235.039839,0.004661,0.999986,-0.001776,0.004952,0.000031,-0.203509,0.567427,0.002548
1786181235.045504,0.005665,0.999986,-0.001766,0.004955,0.000046,-0.202365,0.567774,0.004291
1786181235.049722,0.004218,0.999986,-0.001772,0.004961,0.000046,-0.203070,0.568543,0.004300
1786181235.055483,0.005760,0.999986,-0.001759,0.004955,0.000043,-0.201576,0.567834,0.003967
1786181235.059749,0.004266,0.999986,-0.001775,0.004946,0.000030,-0.203347,0.566783,0.002420
1786181235.065709,0.005960,0.999986,-0.001777,0.004940,0.000027,-0.203620,0.566049,0.002075
1786181235.069645,0.003937,0.999986,-0.001770,0.004940,0.000031,-0.202832,0.566047,0.002566
1786181235.075502,0.005857,0.999986,-0.001779,0.004949,0.000041,-0.203801,0.567119,0.003651
1786181235.079897,0.004396,0.999986,-0.001792,0.004956,0.000043,-0.205339,0.567921,0.003928
1786181235.085498,0.005601,0.999986,-0.001812,0.004959,0.000034,-0.207653,0.568254,0.002917
1786181235.090223,0.004724,0.999986,-0.001817,0.004956,0.000027,-0.208164,0.567959,0.002066
1786181235.095536,0.005313,0.999986,-0.001807,0.004945,0.000016,-0.207119,0.566652,0.000788
1786181235.099646,0.004110,0.999986,-0.001803,0.004945,0.000009,-0.206560,0.566646,0.000047
1786181235.105491,0.005845,0.999986,-0.001808,0.004951,0.000003,-0.207188,0.567352,-0.000653
1786181235.109982,0.004491,0.999986,-0.001810,0.004956,0.000008,-0.207386,0.567899,-0.000095
1786181235.115494,0.005512,0.999986,-0.001806,0.004959,0.000023,-0.206945,0.568236,0.001601
1786181235.119701,0.004207,0.999986,-0.001796,0.004959,0.000023,-0.205852,0.568233,0.001613
1786181235.125495,0.005795,0.999986,-0.001790,0.004949,0.000005,-0.205073,0.567159,-0.000490
1786181235.129765,0.004269,0.999986,-0.001784,0.004940,0.000002,-0.204487,0.566112,-0.000735
1786181235.135495,0.005731,0.999986,-0.001778,0.004940,0.000006,-0.203693,0.566109,-0.000369
1786181235.139511,0.004016,0.999986,-0.001792,0.004947,-0.000001,-0.205353,0.566838,-0.001096
1786181235.145486,0.005974,0.999986,-0.001797,0.004953,0.000015,-0.205970,0.567569,0.000741
1786181235.149757,0.004272,0.999986,-0.001801,0.004957,0.000015,-0.206423,0.568087,0.000751
1786181235.155561,0.005804,0.999986,-0.001776,0.004954,0.000022,-0.203491,0.567730,0.001477
1786181235.159709,0.004148,0.999986,-0.001780,0.004952,0.000013,-0.203941,0.567470,0.000476
1786181235.165502,0.005793,0.999986,-0.001785,0.004946,0.000019,-0.204550,0.566760,0.001202
1786181235.169747,0.004245,0.999986,-0.001791,0.004950,0.000015,-0.205265,0.567273,0.000693
1786181235.175359,0.005612,0.999986,-0.001811,0.004962,0.000003,-0.207587,0.568633,-0.000666
1786181235.179545,0.004186,0.999986,-0.001806,0.004964,0.000014,-0.206997,0.568890,0.000622
1786181235.185495,0.005950,0.999986,-0.001837,0.004974,0.000005,-0.210545,0.569970,-0.000455
1786181235.190636,0.005141,0.999986,-0.001831,0.004974,0.000011,-0.209830,0.569968,0.000187
1786181235.195322,0.004686,0.999986,-0.001833,0.004974,-0.000007,-0.210062,0.569957,-0.001803
1786181235.199831,0.004508,0.999986,-0.001830,0.004971,-0.000011,-0.209721,0.569676,-0.002340
1786181235.205493,0.005663,0.999986,-0.001853,0.004977,-0.000023,-0.212410,0.570358,-0.003709
1786181235.209917,0.004423,0.999986,-0.001876,0.004987,-0.000025,-0.215042,0.571433,-0.003971
1786181235.215360,0.005443,0.999986,-0.001867,0.004987,-0.000014,-0.213946,0.571433,-0.002627
1786181235.219691,0.004331,0.999986,-0.001871,0.004984,-0.000011,-0.214404,0.571166,-0.002350
1786181235.225611,0.005920,0.999986,-0.001880,0.004991,-0.000024,-0.215409,0.571878,-0.003782
1786181235.229585,0.003973,0.999986,-0.001896,0.004995,-0.000034,-0.217298,0.572355,-0.004985
1786181235.235500,0.005915,0.999986,-0.001914,0.004992,-0.000043,-0.219381,0.571985,-0.006051
1786181235.239940,0.004441,0.999986,-0.001918,0.004994,-0.000038,-0.219848,0.572255,-0.005498
1786181235.245272,0.005332,0.999986,-0.001920,0.004997,-0.000047,-0.220098,0.572572,-0.006461
1786181235.249769,0.004497,0.999986,-0.001929,0.004999,-0.000044,-0.221122,0.572844,-0.006175
1786181235.255505,0.005736,0.999986,-0.001926,0.004999,-0.000047,-0.220685,0.572837,-0.006509
1786181235.259631,0.004127,0.999986,-0.001921,0.004997,-0.000051,-0.220121,0.572580,-0.007001
1786181235.265482,0.005850,0.999986,-0.001910,0.004994,-0.000048,-0.218953,0.572219,-0.006626
1786181235.269719,0.004237,0.999986,-0.001903,0.004989,-0.000039,-0.218100,0.571703,-0.005578
1786181235.275495,0.005776,0.999986,-0.001911,0.004989,-0.000045,-0.219073,0.571695,-0.006267
1786181235.279597,0.004102,0.999986,-0.001907,0.004989,-0.000049,-0.218513,0.571690,-0.006757
1786181235.285495,0.005898,0.999986,-0.001918,0.004992,-0.000062,-0.219873,0.572039,-0.008182
1786181235.289732,0.004237,0.999986,-0.001920,0.004990,-0.000066,-0.220070,0.571775,-0.008686
1786181235.295505,0.005773,0.999986,-0.001935,0.004996,-0.000069,-0.221744,0.572473,-0.009026
1786181235.299936,0.004431,0.999986,-0.001936,0.004996,-0.000069,-0.221944,0.572470,-0.009013
1786181235.305485,0.005549,0.999986,-0.001945,0.004990,-0.000078,-0.222882,0.571784,-0.010012
1786181235.309821,0.004335,0.999986,-0.001939,0.004988,-0.000078,-0.222285,0.571515,-0.009999
1786181235.315484,0.005663,0.999986,-0.001914,0.004984,-0.000078,-0.219430,0.571165,-0.009982
1786181235.319747,0.004263,0.999986,-0.001912,0.004984,-0.000077,-0.219102,0.571161,-0.009970
1786181235.325498,0.005751,0.999986,-0.001895,0.004981,-0.000059,-0.217235,0.570814,-0.007847
1786181235.329667,0.004169,0.999986,-0.001881,0.004981,-0.000052,-0.215634,0.570813,-0.007072
1786181235.335564,0.005897,0.999986,-0.001874,0.004978,-0.000049,-0.214817,0.570449,-0.006694
1786181235.339557,0.003993,0.999986,-0.001884,0.004974,-0.000057,-0.215983,0.569955,-0.007656
1786181235.345491,0.005934,0.999986,-0.001877,0.004964,-0.000057,-0.215164,0.568863,-0.007636
1786181235.349759,0.004267,0.999986,-0.001893,0.004969,-0.000071,-0.216935,0.569375,-0.009189
1786181235.355519,0.005760,0.999986,-0.001880,0.004969,-0.000052,-0.215417,0.569378,-0.007064
1786181235.359697,0.004179,0.999986,-0.001888,0.004973,-0.000048,-0.216366,0.569886,-0.006544
1786181235.365499,0.005802,0.999986,-0.001896,0.004983,-0.000038,-0.217326,0.570948,-0.005470
1786181235.369794,0.004295,0.999986,-0.001923,0.004989,-0.000049,-0.220416,0.571726,-0.006772
1786181235.375360,0.005566,0.999986,-0.001919,0.004983,-0.000052,-0.219992,0.571040,-0.007094
1786181235.379790,0.004431,0.999986,-0.001921,0.004981,-0.000064,-0.220206,0.570761,-0.008433
1786181235.385493,0.005703,0.999986,-0.001924,0.004984,-0.000067,-0.220467,0.571103,-0.008766
1786181235.389502,0.004009,0.999986,-0.001908,0.004984,-0.000056,-0.218679,0.571104,-0.007532
1786181235.395493,0.005991,0.999986,-0.001917,0.004990,-0.000050,-0.219673,0.571833,-0.006787
1786181235.399631,0.004138,0.999986,-0.001921,0.004995,-0.000047,-0.220111,0.572336,-0.006525
1786181235.405494,0.005863,0.999986,-0.001954,0.005001,-0.000066,-0.223976,0.573038,-0.008659
1786181235.410014,0.004519,0.999986,-0.001968,0.004998,-0.000073,-0.225567,0.572755,-0.009473
1786181235.415633,0.005620,0.999986,-0.001970,0.004992,-0.000079,-0.225828,0.572062,-0.010141
1786181235.419648,0.004015,0.999986,-0.001976,0.004994,-0.000085,-0.226507,0.572301,-0.010866
1786181235.425494,0.005846,0.999986,-0.001985,0.005001,-0.000075,-0.227474,0.573014,-0.009782
1786181235.429766,0.004272,0.999985,-0.001998,0.005010,-0.000064,-0.228958,0.574058,-0.008471
1786181235.435524,0.005758,0.999985,-0.001981,0.005016,-0.000058,-0.227103,0.574759,-0.007755
1786181235.439582,0.004057,0.999985,-0.001990,0.005020,-0.000062,-0.228034,0.575249,-0.008241
1786181235.445494,0.005912,0.999985,-0.001989,0.005011,-0.000068,-0.227948,0.574158,-0.008942
1786181235.449759,0.004265,0.999986,-0.001979,0.005004,-0.000075,-0.226847,0.573371,-0.009708
1786181235.455503,0.005744,0.999986,-0.001978,0.005007,-0.000087,-0.226770,0.573711,-0.011096
1786181235.459721,0.004218,0.999985,-0.001978,0.005009,-0.000085,-0.226700,0.573966,-0.010828
1786181235.465525,0.005803,0.999985,-0.001971,0.005012,-0.000069,-0.225882,0.574322,-0.009042
